User id,Password,Role
student_537@mycsu.edu,VwxghqwSdvv123,student
student_538@mycsu.edu,VwxghqwSdvv123,student
student_539@mycsu.edu,VwxghqwSdvv123,student
student_540@mycsu.edu,VwxghqwSdvv123,student
student_541@mycsu.edu,VwxghqwSdvv123,student
student_542@mycsu.edu,VwxghqwSdvv123,student
student_543@mycsu.edu,VwxghqwSdvv123,student
student_544@mycsu.edu,VwxghqwSdvv123,student
student_545@mycsu.edu,VwxghqwSdvv123,student
student_546@mycsu.edu,VwxghqwSdvv123,student
student_547@mycsu.edu,VwxghqwSdvv123,student
student_548@mycsu.edu,VwxghqwSdvv123,student
student_549@mycsu.edu,VwxghqwSdvv123,student
student_550@mycsu.edu,VwxghqwSdvv123,student
student_551@mycsu.edu,VwxghqwSdvv123,student
student_552@mycsu.edu,VwxghqwSdvv123,student
student_553@mycsu.edu,VwxghqwSdvv123,student
student_554@mycsu.edu,VwxghqwSdvv123,student
student_555@mycsu.edu,VwxghqwSdvv123,student
student_556@mycsu.edu,VwxghqwSdvv123,student
student_557@mycsu.edu,VwxghqwSdvv123,student
student_558@mycsu.edu,VwxghqwSdvv123,student
student_559@mycsu.edu,VwxghqwSdvv123,student
student_560@mycsu.edu,VwxghqwSdvv123,student
student_561@mycsu.edu,VwxghqwSdvv123,student
student_562@mycsu.edu,VwxghqwSdvv123,student
student_563@mycsu.edu,VwxghqwSdvv123,student
student_564@mycsu.edu,VwxghqwSdvv123,student
student_565@mycsu.edu,VwxghqwSdvv123,student
student_566@mycsu.edu,VwxghqwSdvv123,student
student_567@mycsu.edu,VwxghqwSdvv123,student
student_568@mycsu.edu,VwxghqwSdvv123,student
student_569@mycsu.edu,VwxghqwSdvv123,student
student_570@mycsu.edu,VwxghqwSdvv123,student
student_571@mycsu.edu,VwxghqwSdvv123,student
student_572@mycsu.edu,VwxghqwSdvv123,student
student_573@mycsu.edu,VwxghqwSdvv123,student
student_574@mycsu.edu,VwxghqwSdvv123,student
student_575@mycsu.edu,VwxghqwSdvv123,student
student_576@mycsu.edu,VwxghqwSdvv123,student
student_577@mycsu.edu,VwxghqwSdvv123,student
student_578@mycsu.edu,VwxghqwSdvv123,student
student_579@mycsu.edu,VwxghqwSdvv123,student
student_580@mycsu.edu,VwxghqwSdvv123,student
student_581@mycsu.edu,VwxghqwSdvv123,student
student_582@mycsu.edu,VwxghqwSdvv123,student
student_583@mycsu.edu,VwxghqwSdvv123,student
student_584@mycsu.edu,VwxghqwSdvv123,student
student_585@mycsu.edu,VwxghqwSdvv123,student
student_586@mycsu.edu,VwxghqwSdvv123,student
student_587@mycsu.edu,VwxghqwSdvv123,student
student_588@mycsu.edu,VwxghqwSdvv123,student
student_589@mycsu.edu,VwxghqwSdvv123,student
student_590@mycsu.edu,VwxghqwSdvv123,student
student_591@mycsu.edu,VwxghqwSdvv123,student
student_592@mycsu.edu,VwxghqwSdvv123,student
student_593@mycsu.edu,VwxghqwSdvv123,student
student_594@mycsu.edu,VwxghqwSdvv123,student
student_595@mycsu.edu,VwxghqwSdvv123,student
student_596@mycsu.edu,VwxghqwSdvv123,student
student_597@mycsu.edu,VwxghqwSdvv123,student
student_598@mycsu.edu,VwxghqwSdvv123,student
student_599@mycsu.edu,VwxghqwSdvv123,student
student_600@mycsu.edu,VwxghqwSdvv123,student
student_601@mycsu.edu,VwxghqwSdvv123,student
student_602@mycsu.edu,VwxghqwSdvv123,student
student_603@mycsu.edu,VwxghqwSdvv123,student
student_604@mycsu.edu,VwxghqwSdvv123,student
student_605@mycsu.edu,VwxghqwSdvv123,student
student_606@mycsu.edu,VwxghqwSdvv123,student
student_607@mycsu.edu,VwxghqwSdvv123,student
student_608@mycsu.edu,VwxghqwSdvv123,student
student_609@mycsu.edu,VwxghqwSdvv123,student
student_610@mycsu.edu,VwxghqwSdvv123,student
student_611@mycsu.edu,VwxghqwSdvv123,student
student_612@mycsu.edu,VwxghqwSdvv123,student
student_613@mycsu.edu,VwxghqwSdvv123,student
student_614@mycsu.edu,VwxghqwSdvv123,student
student_615@mycsu.edu,VwxghqwSdvv123,student
student_616@mycsu.edu,VwxghqwSdvv123,student
student_617@mycsu.edu,VwxghqwSdvv123,student
student_618@mycsu.edu,VwxghqwSdvv123,student
student_619@mycsu.edu,VwxghqwSdvv123,student
student_620@mycsu.edu,VwxghqwSdvv123,student
student_621@mycsu.edu,VwxghqwSdvv123,student
student_622@mycsu.edu,VwxghqwSdvv123,student
student_623@mycsu.edu,VwxghqwSdvv123,student
student_624@mycsu.edu,VwxghqwSdvv123,student
student_625@mycsu.edu,VwxghqwSdvv123,student
student_626@mycsu.edu,VwxghqwSdvv123,student
student_627@mycsu.edu,VwxghqwSdvv123,student
student_628@mycsu.edu,VwxghqwSdvv123,student
student_629@mycsu.edu,VwxghqwSdvv123,student
student_630@mycsu.edu,VwxghqwSdvv123,student
student_631@mycsu.edu,VwxghqwSdvv123,student
student_632@mycsu.edu,VwxghqwSdvv123,student
student_633@mycsu.edu,VwxghqwSdvv123,student
student_634@mycsu.edu,VwxghqwSdvv123,student
student_635@mycsu.edu,VwxghqwSdvv123,student
student_636@mycsu.edu,VwxghqwSdvv123,student
student_637@mycsu.edu,VwxghqwSdvv123,student
student_638@mycsu.edu,VwxghqwSdvv123,student
student_639@mycsu.edu,VwxghqwSdvv123,student
student_640@mycsu.edu,VwxghqwSdvv123,student
student_641@mycsu.edu,VwxghqwSdvv123,student
student_642@mycsu.edu,VwxghqwSdvv123,student
student_643@mycsu.edu,VwxghqwSdvv123,student
student_644@mycsu.edu,VwxghqwSdvv123,student
student_645@mycsu.edu,VwxghqwSdvv123,student
student_646@mycsu.edu,VwxghqwSdvv123,student
student_647@mycsu.edu,VwxghqwSdvv123,student
student_648@mycsu.edu,VwxghqwSdvv123,student
student_649@mycsu.edu,VwxghqwSdvv123,student
student_650@mycsu.edu,VwxghqwSdvv123,student
student_651@mycsu.edu,VwxghqwSdvv123,student
student_652@mycsu.edu,VwxghqwSdvv123,student
student_653@mycsu.edu,VwxghqwSdvv123,student
student_654@mycsu.edu,VwxghqwSdvv123,student
student_655@mycsu.edu,VwxghqwSdvv123,student
student_656@mycsu.edu,VwxghqwSdvv123,student
student_657@mycsu.edu,VwxghqwSdvv123,student
student_658@mycsu.edu,VwxghqwSdvv123,student
student_659@mycsu.edu,VwxghqwSdvv123,student
student_660@mycsu.edu,VwxghqwSdvv123,student
student_661@mycsu.edu,VwxghqwSdvv123,student
student_662@mycsu.edu,VwxghqwSdvv123,student
student_663@mycsu.edu,VwxghqwSdvv123,student
student_664@mycsu.edu,VwxghqwSdvv123,student
student_665@mycsu.edu,VwxghqwSdvv123,student
student_666@mycsu.edu,VwxghqwSdvv123,student
student_667@mycsu.edu,VwxghqwSdvv123,student
student_668@mycsu.edu,VwxghqwSdvv123,student
student_669@mycsu.edu,VwxghqwSdvv123,student
student_670@mycsu.edu,VwxghqwSdvv123,student
student_671@mycsu.edu,VwxghqwSdvv123,student
student_672@mycsu.edu,VwxghqwSdvv123,student
student_673@mycsu.edu,VwxghqwSdvv123,student
student_674@mycsu.edu,VwxghqwSdvv123,student
student_675@mycsu.edu,VwxghqwSdvv123,student
student_676@mycsu.edu,VwxghqwSdvv123,student
student_677@mycsu.edu,VwxghqwSdvv123,student
student_678@mycsu.edu,VwxghqwSdvv123,student
student_679@mycsu.edu,VwxghqwSdvv123,student
student_680@mycsu.edu,VwxghqwSdvv123,student
student_681@mycsu.edu,VwxghqwSdvv123,student
student_682@mycsu.edu,VwxghqwSdvv123,student
student_683@mycsu.edu,VwxghqwSdvv123,student
student_684@mycsu.edu,VwxghqwSdvv123,student
student_685@mycsu.edu,VwxghqwSdvv123,student
student_686@mycsu.edu,VwxghqwSdvv123,student
student_687@mycsu.edu,VwxghqwSdvv123,student
student_688@mycsu.edu,VwxghqwSdvv123,student
student_689@mycsu.edu,VwxghqwSdvv123,student
student_690@mycsu.edu,VwxghqwSdvv123,student
student_691@mycsu.edu,VwxghqwSdvv123,student
student_692@mycsu.edu,VwxghqwSdvv123,student
student_693@mycsu.edu,VwxghqwSdvv123,student
student_694@mycsu.edu,VwxghqwSdvv123,student
student_695@mycsu.edu,VwxghqwSdvv123,student
student_696@mycsu.edu,VwxghqwSdvv123,student
student_697@mycsu.edu,VwxghqwSdvv123,student
student_698@mycsu.edu,VwxghqwSdvv123,student
student_699@mycsu.edu,VwxghqwSdvv123,student
student_700@mycsu.edu,VwxghqwSdvv123,student
student_701@mycsu.edu,VwxghqwSdvv123,student
student_702@mycsu.edu,VwxghqwSdvv123,student
student_703@mycsu.edu,VwxghqwSdvv123,student
student_704@mycsu.edu,VwxghqwSdvv123,student
student_705@mycsu.edu,VwxghqwSdvv123,student
student_706@mycsu.edu,VwxghqwSdvv123,student
student_707@mycsu.edu,VwxghqwSdvv123,student
student_708@mycsu.edu,VwxghqwSdvv123,student
student_709@mycsu.edu,VwxghqwSdvv123,student
student_710@mycsu.edu,VwxghqwSdvv123,student
student_711@mycsu.edu,VwxghqwSdvv123,student
student_712@mycsu.edu,VwxghqwSdvv123,student
student_713@mycsu.edu,VwxghqwSdvv123,student
student_714@mycsu.edu,VwxghqwSdvv123,student
student_715@mycsu.edu,VwxghqwSdvv123,student
student_716@mycsu.edu,VwxghqwSdvv123,student
student_717@mycsu.edu,VwxghqwSdvv123,student
student_718@mycsu.edu,VwxghqwSdvv123,student
student_719@mycsu.edu,VwxghqwSdvv123,student
student_720@mycsu.edu,VwxghqwSdvv123,student
student_721@mycsu.edu,VwxghqwSdvv123,student
student_722@mycsu.edu,VwxghqwSdvv123,student
student_723@mycsu.edu,VwxghqwSdvv123,student
student_724@mycsu.edu,VwxghqwSdvv123,student
student_725@mycsu.edu,VwxghqwSdvv123,student
student_726@mycsu.edu,VwxghqwSdvv123,student
student_727@mycsu.edu,VwxghqwSdvv123,student
student_728@mycsu.edu,VwxghqwSdvv123,student
student_729@mycsu.edu,VwxghqwSdvv123,student
student_730@mycsu.edu,VwxghqwSdvv123,student
student_731@mycsu.edu,VwxghqwSdvv123,student
student_732@mycsu.edu,VwxghqwSdvv123,student
student_733@mycsu.edu,VwxghqwSdvv123,student
student_734@mycsu.edu,VwxghqwSdvv123,student
student_735@mycsu.edu,VwxghqwSdvv123,student
student_736@mycsu.edu,VwxghqwSdvv123,student
student_737@mycsu.edu,VwxghqwSdvv123,student
student_738@mycsu.edu,VwxghqwSdvv123,student
student_739@mycsu.edu,VwxghqwSdvv123,student
student_740@mycsu.edu,VwxghqwSdvv123,student
student_741@mycsu.edu,VwxghqwSdvv123,student
student_742@mycsu.edu,VwxghqwSdvv123,student
student_743@mycsu.edu,VwxghqwSdvv123,student
student_744@mycsu.edu,VwxghqwSdvv123,student
student_745@mycsu.edu,VwxghqwSdvv123,student
student_746@mycsu.edu,VwxghqwSdvv123,student
student_747@mycsu.edu,VwxghqwSdvv123,student
student_748@mycsu.edu,VwxghqwSdvv123,student
student_749@mycsu.edu,VwxghqwSdvv123,student
student_750@mycsu.edu,VwxghqwSdvv123,student
student_751@mycsu.edu,VwxghqwSdvv123,student
student_752@mycsu.edu,VwxghqwSdvv123,student
student_753@mycsu.edu,VwxghqwSdvv123,student
student_754@mycsu.edu,VwxghqwSdvv123,student
student_755@mycsu.edu,VwxghqwSdvv123,student
student_756@mycsu.edu,VwxghqwSdvv123,student
student_757@mycsu.edu,VwxghqwSdvv123,student
student_758@mycsu.edu,VwxghqwSdvv123,student
student_759@mycsu.edu,VwxghqwSdvv123,student
student_760@mycsu.edu,VwxghqwSdvv123,student
student_761@mycsu.edu,VwxghqwSdvv123,student
student_762@mycsu.edu,VwxghqwSdvv123,student
student_763@mycsu.edu,VwxghqwSdvv123,student
student_764@mycsu.edu,VwxghqwSdvv123,student
student_765@mycsu.edu,VwxghqwSdvv123,student
student_766@mycsu.edu,VwxghqwSdvv123,student
student_767@mycsu.edu,VwxghqwSdvv123,student
student_768@mycsu.edu,VwxghqwSdvv123,student
student_769@mycsu.edu,VwxghqwSdvv123,student
student_770@mycsu.edu,VwxghqwSdvv123,student
student_771@mycsu.edu,VwxghqwSdvv123,student
student_772@mycsu.edu,VwxghqwSdvv123,student
student_773@mycsu.edu,VwxghqwSdvv123,student
student_774@mycsu.edu,VwxghqwSdvv123,student
student_775@mycsu.edu,VwxghqwSdvv123,student
student_776@mycsu.edu,VwxghqwSdvv123,student
student_777@mycsu.edu,VwxghqwSdvv123,student
student_778@mycsu.edu,VwxghqwSdvv123,student
student_779@mycsu.edu,VwxghqwSdvv123,student
student_780@mycsu.edu,VwxghqwSdvv123,student
student_781@mycsu.edu,VwxghqwSdvv123,student
student_782@mycsu.edu,VwxghqwSdvv123,student
student_783@mycsu.edu,VwxghqwSdvv123,student
student_784@mycsu.edu,VwxghqwSdvv123,student
student_785@mycsu.edu,VwxghqwSdvv123,student
student_786@mycsu.edu,VwxghqwSdvv123,student
student_787@mycsu.edu,VwxghqwSdvv123,student
student_788@mycsu.edu,VwxghqwSdvv123,student
student_789@mycsu.edu,VwxghqwSdvv123,student
student_790@mycsu.edu,VwxghqwSdvv123,student
student_791@mycsu.edu,VwxghqwSdvv123,student
student_792@mycsu.edu,VwxghqwSdvv123,student
student_793@mycsu.edu,VwxghqwSdvv123,student
student_794@mycsu.edu,VwxghqwSdvv123,student
student_795@mycsu.edu,VwxghqwSdvv123,student
student_796@mycsu.edu,VwxghqwSdvv123,student
student_797@mycsu.edu,VwxghqwSdvv123,student
student_798@mycsu.edu,VwxghqwSdvv123,student
student_799@mycsu.edu,VwxghqwSdvv123,student
student_800@mycsu.edu,VwxghqwSdvv123,student
student_801@mycsu.edu,VwxghqwSdvv123,student
student_802@mycsu.edu,VwxghqwSdvv123,student
student_803@mycsu.edu,VwxghqwSdvv123,student
student_804@mycsu.edu,VwxghqwSdvv123,student
student_805@mycsu.edu,VwxghqwSdvv123,student
student_806@mycsu.edu,VwxghqwSdvv123,student
student_807@mycsu.edu,VwxghqwSdvv123,student
student_808@mycsu.edu,VwxghqwSdvv123,student
student_809@mycsu.edu,VwxghqwSdvv123,student
student_810@mycsu.edu,VwxghqwSdvv123,student
student_811@mycsu.edu,VwxghqwSdvv123,student
student_812@mycsu.edu,VwxghqwSdvv123,student
student_813@mycsu.edu,VwxghqwSdvv123,student
student_814@mycsu.edu,VwxghqwSdvv123,student
student_815@mycsu.edu,VwxghqwSdvv123,student
student_816@mycsu.edu,VwxghqwSdvv123,student
student_817@mycsu.edu,VwxghqwSdvv123,student
student_818@mycsu.edu,VwxghqwSdvv123,student
student_819@mycsu.edu,VwxghqwSdvv123,student
student_820@mycsu.edu,VwxghqwSdvv123,student
student_821@mycsu.edu,VwxghqwSdvv123,student
student_822@mycsu.edu,VwxghqwSdvv123,student
student_823@mycsu.edu,VwxghqwSdvv123,student
student_824@mycsu.edu,VwxghqwSdvv123,student
student_825@mycsu.edu,VwxghqwSdvv123,student
student_826@mycsu.edu,VwxghqwSdvv123,student
student_827@mycsu.edu,VwxghqwSdvv123,student
student_828@mycsu.edu,VwxghqwSdvv123,student
student_829@mycsu.edu,VwxghqwSdvv123,student
student_830@mycsu.edu,VwxghqwSdvv123,student
student_831@mycsu.edu,VwxghqwSdvv123,student
student_832@mycsu.edu,VwxghqwSdvv123,student
student_833@mycsu.edu,VwxghqwSdvv123,student
student_834@mycsu.edu,VwxghqwSdvv123,student
student_835@mycsu.edu,VwxghqwSdvv123,student
student_836@mycsu.edu,VwxghqwSdvv123,student
student_837@mycsu.edu,VwxghqwSdvv123,student
student_838@mycsu.edu,VwxghqwSdvv123,student
student_839@mycsu.edu,VwxghqwSdvv123,student
student_840@mycsu.edu,VwxghqwSdvv123,student
student_841@mycsu.edu,VwxghqwSdvv123,student
student_842@mycsu.edu,VwxghqwSdvv123,student
student_843@mycsu.edu,VwxghqwSdvv123,student
student_844@mycsu.edu,VwxghqwSdvv123,student
student_845@mycsu.edu,VwxghqwSdvv123,student
student_846@mycsu.edu,VwxghqwSdvv123,student
student_847@mycsu.edu,VwxghqwSdvv123,student
student_848@mycsu.edu,VwxghqwSdvv123,student
student_849@mycsu.edu,VwxghqwSdvv123,student
student_850@mycsu.edu,VwxghqwSdvv123,student
student_851@mycsu.edu,VwxghqwSdvv123,student
student_852@mycsu.edu,VwxghqwSdvv123,student
student_853@mycsu.edu,VwxghqwSdvv123,student
student_854@mycsu.edu,VwxghqwSdvv123,student
student_855@mycsu.edu,VwxghqwSdvv123,student
student_856@mycsu.edu,VwxghqwSdvv123,student
student_857@mycsu.edu,VwxghqwSdvv123,student
student_858@mycsu.edu,VwxghqwSdvv123,student
student_859@mycsu.edu,VwxghqwSdvv123,student
student_860@mycsu.edu,VwxghqwSdvv123,student
student_861@mycsu.edu,VwxghqwSdvv123,student
student_862@mycsu.edu,VwxghqwSdvv123,student
student_863@mycsu.edu,VwxghqwSdvv123,student
student_864@mycsu.edu,VwxghqwSdvv123,student
student_865@mycsu.edu,VwxghqwSdvv123,student
student_866@mycsu.edu,VwxghqwSdvv123,student
student_867@mycsu.edu,VwxghqwSdvv123,student
student_868@mycsu.edu,VwxghqwSdvv123,student
student_869@mycsu.edu,VwxghqwSdvv123,student
student_870@mycsu.edu,VwxghqwSdvv123,student
student_871@mycsu.edu,VwxghqwSdvv123,student
student_872@mycsu.edu,VwxghqwSdvv123,student
student_873@mycsu.edu,VwxghqwSdvv123,student
student_874@mycsu.edu,VwxghqwSdvv123,student
student_875@mycsu.edu,VwxghqwSdvv123,student
student_876@mycsu.edu,VwxghqwSdvv123,student
student_877@mycsu.edu,VwxghqwSdvv123,student
student_878@mycsu.edu,VwxghqwSdvv123,student
student_879@mycsu.edu,VwxghqwSdvv123,student
student_880@mycsu.edu,VwxghqwSdvv123,student
student_881@mycsu.edu,VwxghqwSdvv123,student
student_882@mycsu.edu,VwxghqwSdvv123,student
student_883@mycsu.edu,VwxghqwSdvv123,student
student_884@mycsu.edu,VwxghqwSdvv123,student
student_885@mycsu.edu,VwxghqwSdvv123,student
student_886@mycsu.edu,VwxghqwSdvv123,student
student_887@mycsu.edu,VwxghqwSdvv123,student
student_888@mycsu.edu,VwxghqwSdvv123,student
student_889@mycsu.edu,VwxghqwSdvv123,student
student_890@mycsu.edu,VwxghqwSdvv123,student
student_891@mycsu.edu,VwxghqwSdvv123,student
student_892@mycsu.edu,VwxghqwSdvv123,student
student_893@mycsu.edu,VwxghqwSdvv123,student
student_894@mycsu.edu,VwxghqwSdvv123,student
student_895@mycsu.edu,VwxghqwSdvv123,student
student_896@mycsu.edu,VwxghqwSdvv123,student
student_897@mycsu.edu,VwxghqwSdvv123,student
student_898@mycsu.edu,VwxghqwSdvv123,student
student_899@mycsu.edu,VwxghqwSdvv123,student
student_900@mycsu.edu,VwxghqwSdvv123,student
student_901@mycsu.edu,VwxghqwSdvv123,student
student_902@mycsu.edu,VwxghqwSdvv123,student
student_903@mycsu.edu,VwxghqwSdvv123,student
student_904@mycsu.edu,VwxghqwSdvv123,student
student_905@mycsu.edu,VwxghqwSdvv123,student
student_906@mycsu.edu,VwxghqwSdvv123,student
student_907@mycsu.edu,VwxghqwSdvv123,student
student_908@mycsu.edu,VwxghqwSdvv123,student
student_909@mycsu.edu,VwxghqwSdvv123,student
student_910@mycsu.edu,VwxghqwSdvv123,student
student_911@mycsu.edu,VwxghqwSdvv123,student
student_912@mycsu.edu,VwxghqwSdvv123,student
student_913@mycsu.edu,VwxghqwSdvv123,student
student_914@mycsu.edu,VwxghqwSdvv123,student
student_915@mycsu.edu,VwxghqwSdvv123,student
student_916@mycsu.edu,VwxghqwSdvv123,student
student_917@mycsu.edu,VwxghqwSdvv123,student
student_918@mycsu.edu,VwxghqwSdvv123,student
student_919@mycsu.edu,VwxghqwSdvv123,student
student_920@mycsu.edu,VwxghqwSdvv123,student
student_921@mycsu.edu,VwxghqwSdvv123,student
student_922@mycsu.edu,VwxghqwSdvv123,student
student_923@mycsu.edu,VwxghqwSdvv123,student
student_924@mycsu.edu,VwxghqwSdvv123,student
student_925@mycsu.edu,VwxghqwSdvv123,student
student_926@mycsu.edu,VwxghqwSdvv123,student
student_927@mycsu.edu,VwxghqwSdvv123,student
student_928@mycsu.edu,VwxghqwSdvv123,student
student_929@mycsu.edu,VwxghqwSdvv123,student
student_930@mycsu.edu,VwxghqwSdvv123,student
student_931@mycsu.edu,VwxghqwSdvv123,student
student_932@mycsu.edu,VwxghqwSdvv123,student
student_933@mycsu.edu,VwxghqwSdvv123,student
student_934@mycsu.edu,VwxghqwSdvv123,student
student_935@mycsu.edu,VwxghqwSdvv123,student
student_936@mycsu.edu,VwxghqwSdvv123,student
student_937@mycsu.edu,VwxghqwSdvv123,student
student_938@mycsu.edu,VwxghqwSdvv123,student
student_939@mycsu.edu,VwxghqwSdvv123,student
student_940@mycsu.edu,VwxghqwSdvv123,student
student_941@mycsu.edu,VwxghqwSdvv123,student
student_942@mycsu.edu,VwxghqwSdvv123,student
student_943@mycsu.edu,VwxghqwSdvv123,student
student_944@mycsu.edu,VwxghqwSdvv123,student
student_945@mycsu.edu,VwxghqwSdvv123,student
student_946@mycsu.edu,VwxghqwSdvv123,student
student_947@mycsu.edu,VwxghqwSdvv123,student
student_948@mycsu.edu,VwxghqwSdvv123,student
student_949@mycsu.edu,VwxghqwSdvv123,student
student_950@mycsu.edu,VwxghqwSdvv123,student
student_951@mycsu.edu,VwxghqwSdvv123,student
student_952@mycsu.edu,VwxghqwSdvv123,student
student_953@mycsu.edu,VwxghqwSdvv123,student
student_954@mycsu.edu,VwxghqwSdvv123,student
student_955@mycsu.edu,VwxghqwSdvv123,student
student_956@mycsu.edu,VwxghqwSdvv123,student
student_957@mycsu.edu,VwxghqwSdvv123,student
student_958@mycsu.edu,VwxghqwSdvv123,student
student_959@mycsu.edu,VwxghqwSdvv123,student
student_960@mycsu.edu,VwxghqwSdvv123,student
student_961@mycsu.edu,VwxghqwSdvv123,student
student_962@mycsu.edu,VwxghqwSdvv123,student
student_963@mycsu.edu,VwxghqwSdvv123,student
student_964@mycsu.edu,VwxghqwSdvv123,student
student_965@mycsu.edu,VwxghqwSdvv123,student
student_966@mycsu.edu,VwxghqwSdvv123,student
student_967@mycsu.edu,VwxghqwSdvv123,student
student_968@mycsu.edu,VwxghqwSdvv123,student
student_969@mycsu.edu,VwxghqwSdvv123,student
student_970@mycsu.edu,VwxghqwSdvv123,student
student_971@mycsu.edu,VwxghqwSdvv123,student
student_972@mycsu.edu,VwxghqwSdvv123,student
student_973@mycsu.edu,VwxghqwSdvv123,student
student_974@mycsu.edu,VwxghqwSdvv123,student
student_975@mycsu.edu,VwxghqwSdvv123,student
student_976@mycsu.edu,VwxghqwSdvv123,student
student_977@mycsu.edu,VwxghqwSdvv123,student
student_978@mycsu.edu,VwxghqwSdvv123,student
student_979@mycsu.edu,VwxghqwSdvv123,student
student_980@mycsu.edu,VwxghqwSdvv123,student
student_981@mycsu.edu,VwxghqwSdvv123,student
student_982@mycsu.edu,VwxghqwSdvv123,student
student_983@mycsu.edu,VwxghqwSdvv123,student
student_984@mycsu.edu,VwxghqwSdvv123,student
student_985@mycsu.edu,VwxghqwSdvv123,student
student_986@mycsu.edu,VwxghqwSdvv123,student
student_987@mycsu.edu,VwxghqwSdvv123,student
student_988@mycsu.edu,VwxghqwSdvv123,student
student_989@mycsu.edu,VwxghqwSdvv123,student
student_990@mycsu.edu,VwxghqwSdvv123,student
student_991@mycsu.edu,VwxghqwSdvv123,student
student_992@mycsu.edu,VwxghqwSdvv123,student
student_993@mycsu.edu,VwxghqwSdvv123,student
student_994@mycsu.edu,VwxghqwSdvv123,student
student_995@mycsu.edu,VwxghqwSdvv123,student
student_996@mycsu.edu,VwxghqwSdvv123,student
student_997@mycsu.edu,VwxghqwSdvv123,student
student_998@mycsu.edu,VwxghqwSdvv123,student
student_999@mycsu.edu,VwxghqwSdvv123,student
student_1000@mycsu.edu,VwxghqwSdvv123,student
professor_0@mycsu.edu,SuriSdvv123,professor
professor_1@mycsu.edu,SuriSdvv123,professor
professor_2@mycsu.edu,SuriSdvv123,professor
professor_3@mycsu.edu,SuriSdvv123,professor
professor_4@mycsu.edu,SuriSdvv123,professor
prof_test2@mycsu.edu,ghidxow,professor
student_test2@mycsu.edu,ghidxow,student
